PC1,PC2,PC3,Cluster,Original Class
3.3167508122147753,1.4434626343180106,-0.1657390446144174,2,class_0
2.209464916918847,-0.3333928870802985,-2.0264573738075367,2,class_0
2.516740146610381,1.0311512962743195,0.9828186702120635,2,class_0
3.7570656097732034,2.756371913710713,-0.17619184219949022,2,class_0
1.0089084937957147,0.8698308214172041,2.0266882192354094,2,class_0
3.050253922418077,2.1224011146341923,-0.629395827043911,2,class_0
2.449089669596228,1.1748501316494755,-0.9770948907141966,2,class_0
2.0594368714379123,1.6089630683635074,0.14628188306155943,2,class_0
2.510874297398987,0.9180709573337794,-1.7709690272289431,2,class_0
2.7536281876339075,0.7894376738336083,-0.9842474895182364,2,class_0
3.479736682731209,1.302333237123596,-0.4227352165808447,2,class_0
1.7547529012945875,0.6119772287456328,-1.1908783196301749,2,class_0
2.113462340315094,0.6757063391426196,-0.8650864256166546,2,class_0
3.45815681933672,1.13062987617294,-1.204276352538191,2,class_0
4.312783906765558,2.095975575341263,-1.2639127523579976,2,class_0
2.30518820082797,1.6625517299890555,0.21790261559595842,2,class_0
2.17195527374151,2.32730533619142,0.8317298659860095,2,class_0
1.898971176562759,1.6313688786428382,0.7949137923810713,2,class_0
3.5419850819434653,2.5183436693066468,-0.48545850766629095,2,class_0
2.084522204730311,1.0611379935838605,-0.16474667849947416,2,class_0
3.1244025351671993,0.786897105650897,-0.36488708298884553,2,class_0
1.08657006833224,0.24174355133283912,0.9369615996106458,2,class_0
2.5352240799037142,-0.09184062072087926,-0.3119326593479698,2,class_0
1.6449883412544695,-0.5162789300672347,0.1438850946707948,2,class_0
1.7615758722693005,-0.31714893268438055,0.8902856474056887,2,class_0
0.9900791016088551,0.9406673381906328,3.8209080081948392,2,class_0
1.7752776281133675,0.6861751342850241,-0.08670040648876368,2,class_0
1.235423964309905,-0.08980704136063884,-1.3868965448964368,2,class_0
2.18840633445196,0.6895696206616245,1.3945668808503593,2,class_0
2.2561089812837065,0.1914619368866669,-1.0926572575082931,2,class_0
2.5002200257894236,1.2408338348969434,1.3860178547156807,2,class_0
2.6774110474440125,1.4718736461032496,-0.3322617283750918,2,class_0
1.6285791164309176,0.05270445057532463,-0.1671287062453338,2,class_0
1.9026908622381458,1.6330604347699833,1.172082119175346,2,class_0
1.410388526595405,0.697934324611357,0.4797430251686619,2,class_0
1.9038262321944859,0.17671095109545706,0.45083504003720926,2,class_0
1.3848622303748377,0.658639853661149,0.4584385808520611,2,class_0
1.1222074104413096,0.11410976029688834,-0.039107276689749566,2,class_0
1.5021945006181916,-0.7694320064310067,-1.4261773458904627,2,class_0
2.5298010923718093,1.8030019760618292,-0.34315238897969036,2,class_0
2.5880954258544016,0.7796163041925088,-0.11847746611373497,2,class_0
0.6684819937541858,0.1699609406198755,-0.7833625480611449,2,class_0
3.070806990412006,1.1559189566098846,-0.3127580839341548,2,class_0
0.4622091375160068,0.330742132192275,-0.20147649625677144,2,class_0
2.1013519305380153,-0.07100892095406527,-0.6558494150434335,2,class_0
1.1361661775610161,1.7771073929776378,0.02870573578475256,2,class_0
2.7266009636408013,1.1913346919571854,-0.5397732611476718,2,class_0
2.821339274192247,0.6462585991417057,-1.155552410727407,2,class_0
2.0098508509123567,1.2470294606787615,-0.05729398793992142,2,class_0
2.7074913042663913,1.7519674072063385,-0.643113612000793,2,class_0
3.214917474773822,0.16699199499679288,-1.9735716799013718,2,class_0
2.8589598267172915,0.7452788039895893,0.004719502164697799,2,class_0
3.5056043559232215,1.6127338560350124,-0.5207745300761741,2,class_0
2.224791380532171,1.8751679995630246,0.3395498503542098,2,class_0
2.146987823563865,1.0167515377576613,-0.9577627619503267,2,class_0
2.4693294837977864,1.3290083106496229,0.513437453035972,2,class_0
2.741517914277451,1.436548783512516,-0.612473395716958,2,class_0
2.1737409209653054,1.2121998406977943,0.26177959277079055,2,class_0
3.139380151828993,1.7315791159925136,-0.2856614126164482,2,class_0
-0.9285819689218525,-3.073486163188926,-4.58506400714821,0,class_1
-1.5424801378968793,-1.3814435080942282,-0.8746831124458121,0,class_1
-1.8362497634669392,-0.8299841230557174,-1.6057021863206224,1,class_1
0.030606834086680492,-1.2627861442114006,-1.784408010418858,0,class_1
2.0502616075763163,-1.9250326046500987,-0.0073687773498178726,0,class_1
-0.609680827177621,-1.9080588050851872,0.6793579379775337,0,class_1
0.9002278387071432,-0.7639114736096086,0.5733613020971912,0,class_1
2.2485071907983953,-1.8845924845501298,-2.031840192867587,0,class_1
0.18338402668475712,-2.427146114703569,-1.0697455602477997,0,class_1
-0.8128050273520715,-0.22051398690226864,-0.7070053958009698,0,class_1
1.9756204987985544,-1.4032832253096121,-1.238276219684862,0,class_1
-1.5722162196262992,-0.8849831369082222,-0.6289979502315945,0,class_1
1.6576818088332892,-0.9567121974591478,1.952584216606197,0,class_1
-0.7253723880353549,-1.0636454007060936,0.08033222861543535,0,class_1
2.5622271731703603,0.26019855065459657,3.374393962239761,2,class_1
1.8325675700495478,-1.2878781978605245,0.45828002739955875,0,class_1
-0.8679929031954102,-2.444101185580863,-1.5633331789503804,0,class_1
0.37001440429478377,-2.1539069751569855,-2.44938634830374,0,class_1
-1.4573770449061372,-1.38335176907626,-0.22730690232730566,0,class_1
1.2629308497284981,-0.7708495299701154,-1.1842245173752404,0,class_1
0.3761503719342413,-1.0270434033558222,1.7944662945426602,0,class_1
0.7620639041096009,-3.375053809963533,-0.35747005553946665,0,class_1
1.0345779671651874,-1.45070973824409,-0.3630117731639613,0,class_1
-0.49487675568032585,-2.3812435267673693,1.3357431762848648,0,class_1
-2.5389770842951194,-0.08744335730498357,0.4742513927691477,1,class_1
0.8353201453942983,-1.473670551400867,0.6100935756921061,0,class_1
0.7879046149897109,-2.0266265224624758,-0.25472340396955173,0,class_1
-0.8068321559655368,-2.2338303908439108,0.7728557971982639,0,class_1
-0.5580426248756801,-2.372985428849456,2.307611404012004,0,class_1
-1.1151110419194448,-1.802247191665454,0.9592533076886538,0,class_1
-0.5557228299516996,-2.6575400353922918,0.8491268977432243,0,class_1
-1.349285282443729,-2.1180014697848177,-0.04765232084869364,0,class_1
-1.564482605719904,-1.8522145217655506,0.7810670309346309,0,class_1
-1.932555610631462,-1.559495456898621,-0.08927467610867983,0,class_1
0.7466659419884516,-2.3129317092207384,0.11467976874541531,0,class_1
0.9574553638036422,-2.2235284346674593,0.1424447736987245,0,class_1
